INDEX,rank display,institution,location code,size,research,focus,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ger score,ger rank,ifr score,ifr rank,irn score,irn rank,isr score,isr rank,SUS SCORE,SUS RANK,Overall Score
1132,1001-1200,Universidad de Puerto Rico,PR,XL,HI,FC,A,10.2,601+,6.8,601+,14.4,701+,2,701+,62.2,192,1.3,701+,39.4,701+,1.5,701+,2.3,701+,
1133,1001-1200,Universidad de Talca,CL,M,VH,FO,A,10.8,601+,5.6,601+,6.4,701+,6.2,701+,2.1,701+,21.4,581,35.7,701+,1.4,701+,1.3,701+,
1134,1001-1200,Universidad de las Américas Puebla (UDLAP),MX,M,MD,FC,B,7.9,601+,9.1,601+,44.2,352,1.9,701+,3.8,701+,21.5,578,6.9,701+,7.4,701+,1,701+,
1135,1001-1200,Universidad del Norte,CO,M,HI,FC,B,9.6,601+,11.9,601+,10.8,701+,2.9,701+,7.6,701+,7.7,701+,29.6,701+,1.4,701+,21.3,521=,
1136,1001-1200,Universidad del Pacífico,PE,M,MD,SP,B,7,601+,28,342,3,701+,3.1,701+,16.6,623,9.4,701+,5.3,701+,2.2,701+,1.5,701+,
1137,1001-1200,Universidad del Valle,CO,XL,MD,FC,A,18.1,500,8.2,601+,7.7,701+,1.9,701+,21.4,535,2.1,701+,20.5,701+,1.3,701+,1.7,701+,
1138,1001-1200,Universidade Federal Fluminense,BR,XL,HI,FC,A,9.6,601+,2.5,601+,12.8,701+,3.6,701+,10.9,701+,6.3,701+,52.2,701+,1.2,701+,13.1,613=,
1139,1001-1200,Universidade Federal de Pernambuco (UFPE),BR,XL,HI,FC,A,11.6,601+,2.4,601+,15.5,701+,4.1,701+,3.7,701+,1.5,701+,55.1,696,1.2,701+,1.2,701+,
1140,1001-1200,Universidade Federal de São Carlos (UFSCar),BR,L,VH,FC,A,11.8,601+,6.4,601+,15.5,701+,17.8,585,1.8,701+,2.6,701+,45.5,701+,1.6,701+,2.7,701+,
1141,1001-1200,Universidade Federal do Paraná - UFPR,BR,XL,VH,FC,A,13,601+,5.8,601+,20.1,669,5.2,701+,9.6,701+,2.9,701+,52.6,701+,6,701+,2,701+,
1142,1001-1200,Universidade da Coruña,ES,L,VH,CO,A,5.9,601+,4.8,601+,24.2,606,7.3,701+,1.8,701+,2.9,701+,56.1,676,4.5,701+,23.2,505=,
1143,1001-1200,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",IT,L,VH,FO,A,3.7,601+,1.6,601+,3.3,701+,29.3,443,1.2,701+,3.8,701+,58.5,651,2.8,701+,1.2,701+,
1144,1001-1200,Universitas Hasanuddin,ID,XL,HI,FC,A,14.3,601+,13,601+,22.2,633,1.3,701+,15,661,8.8,701+,15.9,701+,1.4,701+,1.1,701+,
1145,1001-1200,Universitas Sebelas Maret,ID,XL,HI,FC,A,12.9,601+,16.3,520,16,701+,1.5,701+,2.4,701+,17.1,640,14.9,701+,2.8,701+,9.3,683=,
1146,1001-1200,Universitat de Lleida,ES,M,VH,CO,,6,601+,2,601+,19.2,691,13,666,3,701+,5.5,701+,51.8,701+,9.6,701+,38.5,381=,
1147,1001-1200,Universiti Malaysia Sabah (UMS),MY,L,HI,FC,A,14.7,592,8.9,601+,8.5,701+,3.7,701+,3.8,701+,10.2,701+,28.2,701+,4.7,701+,1.4,701+,
1148,1001-1200,Universiti Malaysia Sarawak (UNIMAS),MY,M,HI,FC,A,13.2,601+,7.3,601+,13.1,701+,3.2,701+,3.7,701+,34.8,461,28.9,701+,10.5,701+,9.1,686=,
1149,1001-1200,Universiti Malaysia Terengganu (UMT),MY,M,VH,FO,A,10.5,601+,4.3,601+,12,701+,12.2,685,3.7,701+,11.1,701+,50.2,701+,12.1,676,18.2,553=,
1150,1001-1200,Universiti Tun Hussein Onn University of Malaysia (UTHM),MY,L,VH,CO,A,10.3,601+,6.2,601+,9.9,701+,8.6,701+,3.8,701+,6.3,701+,43.8,701+,6.5,701+,10.3,658=,
1151,1001-1200,University of Arkansas Fayetteville,US,L,VH,CO,A,5.8,601+,3.5,601+,6.3,701+,11.9,696,15.4,646,4.8,701+,51.6,701+,3,701+,3.8,701+,
1152,1001-1200,University of Derby,GB,L,HI,CO,A,4.8,601+,4.8,601+,10.7,701+,5.1,701+,2.1,701+,29.1,501,45.7,701+,45.5,322,2.4,701+,
1153,1001-1200,University of Deusto,ES,M,VH,FO,,6.3,601+,24.9,381,4.6,701+,7.8,701+,45,283,4.7,701+,24.2,701+,14.5,633,1.1,701+,
1154,1001-1200,University of Hradec Kralove,CZ,M,VH,FO,A,5,601+,2.5,601+,22.4,626,5.4,701+,4.2,701+,51.4,361,41.3,701+,3.2,701+,1,701+,
1155,1001-1200,University of Ibadan,NG,XL,HI,CO,,9.9,601+,7.8,601+,5.2,701+,3.5,701+,69.3,164,,,65.8,545,,,2.2,701+,
1156,1001-1200,University of Idaho,US,M,VH,CO,A,3.1,601+,1.4,601+,9.9,701+,32.6,403,3.5,701+,4.6,701+,32.5,701+,5.9,701+,3.4,701+,
1157,1001-1200,University of Ioannina,GR,XL,HI,FC,,7.2,601+,3.8,601+,1.5,701+,19.5,561,3.6,701+,1.7,701+,61.3,612,2.5,701+,2,701+,
1158,1001-1200,University of Karachi,PK,XL,HI,CO,A,11.6,601+,16.1,529,1.6,701+,4.9,701+,42.8,299,3.5,701+,36.8,701+,1.1,701+,1.2,701+,
1159,1001-1200,University of Khartoum,SD,L,MD,FC,A,6.1,601+,4,601+,6.7,701+,2.6,701+,74.1,143,,,45,701+,1.4,701+,1,701+,
1160,1001-1200,University of Lagos,NG,XL,HI,CO,,8.4,601+,7.5,601+,2.2,701+,2.6,701+,87.6,91,,,34,701+,,,1.3,701+,
1161,1001-1200,University of Louisville,US,L,HI,FC,A,3.5,601+,3.2,601+,30.5,513,7.7,701+,5.1,701+,24.8,539,59,644,3.2,701+,2.4,701+,
1162,1001-1200,University of Massachusetts Boston,US,L,VH,FO,A,11,601+,7.7,601+,9.8,701+,19.7,558,2.9,701+,4.5,701+,32.2,701+,14.8,629,8.4,698=,
1163,1001-1200,"University of Missouri, Kansas City",US,M,VH,CO,A,4.4,601+,4.4,601+,14.3,701+,16.9,606,6.6,701+,4.1,701+,29.3,701+,20,542,1.8,701+,
1164,1001-1200,University of Naples Parthenope,IT,M,VH,FO,A,3.8,601+,1.9,601+,3.3,701+,42.4,325,1.7,701+,1.7,701+,30.8,701+,2.1,701+,3,701+,
1165,1001-1200,University of New England Australia,AU,L,VH,CO,A,10.7,601+,7.2,601+,3.7,701+,14.7,641,9.8,701+,4.6,701+,62.9,587,3.3,701+,10.8,650=,
1166,1001-1200,University of New Hampshire,US,L,VH,CO,A,5,601+,4.1,601+,12.2,701+,16.9,605,7.1,701+,7,701+,41.7,701+,2.5,701+,5.5,701+,
1167,1001-1200,University of North Carolina at Charlotte,US,L,VH,CO,A,5.1,601+,5.8,601+,5,701+,13.4,662,7.8,701+,8.7,701+,65,556,6.2,701+,4.2,701+,
1168,1001-1200,University of North Texas,US,XL,HI,FC,A,6.9,601+,5,601+,3.1,701+,17.2,595,21.1,544,3.5,701+,58,656,24.8,480,3.8,701+,
1169,1001-1200,University of Novi Sad,RS,XL,HI,FC,A,8.4,601+,5.9,601+,8.8,701+,3.6,701+,21.3,538,,,79.4,334,,,1.2,701+,
1170,1001-1200,University of Rhode Island,US,L,VH,CO,A,5.6,601+,3.5,601+,6.7,701+,16.2,618,11.8,701+,5.2,701+,48.9,701+,2.6,701+,54.1,294,
1171,1001-1200,University of Sarajevo,BA,L,HI,CO,A,4.4,601+,1.6,601+,4.6,701+,1.9,701+,83.6,107,,,46.5,701+,2.8,701+,1,701+,
1172,1001-1200,University of Seoul,KR,M,VH,CO,A,11,601+,9.7,601+,36.7,436,8.8,701+,5.3,701+,5.5,701+,24,701+,6.9,701+,4.9,701+,
1173,1001-1200,University of Tabuk,SA,L,HI,FC,A,5.2,601+,2.4,601+,18.7,701+,3,701+,2.2,701+,92.4,174,38,701+,2.2,701+,1,701+,
1174,1001-1200,University of Texas El Paso,US,L,VH,FO,A,4.4,601+,2.6,601+,5.7,701+,14.2,650,3,701+,9,701+,66.2,535,5.3,701+,2.9,701+,
1175,1001-1200,University of Texas at San Antonio,US,L,VH,FO,A,6,601+,3,601+,3.9,701+,22.8,522,5.1,701+,8.8,701+,60.5,629,2.7,701+,3.8,701+,
1176,1001-1200,University of Toledo,US,L,HI,FC,A,3.7,601+,3,601+,9.6,701+,18.2,582,7.7,701+,6,701+,45.4,701+,10.4,701+,1.7,701+,
1177,1001-1200,University of Tulsa,US,S,VH,CO,B,3.2,601+,2.1,601+,35.1,450,11.5,701+,13.7,701+,7,701+,20.4,701+,17.8,581,1.1,701+,
1178,1001-1200,University of Vermont,US,L,HI,FC,A,3.1,601+,2.2,601+,34.9,456,15.6,628,9.5,701+,6.8,701+,62.8,590,2.4,701+,8.1,701+,
1179,1001-1200,University of Warmia and Mazury in Olsztyn,PL,L,VH,FO,A,6.9,601+,8.9,601+,28.6,539,3.7,701+,3.2,701+,2,701+,40.6,701+,2.7,701+,7.1,701+,
1180,1001-1200,University of Wolverhampton,GB,L,HI,CO,A,3.2,601+,2.7,601+,10.2,701+,8.3,701+,4.7,701+,33.3,475,45.7,701+,69.2,214,1.3,701+,
1181,1001-1200,University of Wyoming,US,M,VH,CO,A,3.2,601+,1.6,601+,28.4,545,21.1,542,6.5,701+,6.8,701+,52.2,701+,4,701+,3.6,701+,
1182,1001-1200,University of the Free State,ZA,L,VH,FO,A,6.1,601+,5.8,601+,3.4,701+,8.8,701+,11.6,701+,,,92.4,130,4.4,701+,1.7,701+,
1183,1001-1200,University of the Sunshine Coast,AU,L,HI,CO,A,3.6,601+,1.9,601+,2.6,701+,25.2,496,1.6,701+,2.7,701+,48.3,701+,16.4,598,6.5,701+,
1184,1001-1200,University of Žilina,SK,M,VH,FO,A,6.6,601+,1.8,601+,60.1,239,6.6,701+,4.6,701+,2,701+,19.3,701+,6,701+,1,701+,
1185,1001-1200,Università degli Studi di Udine,IT,M,VH,CO,A,7.1,601+,2.7,601+,11.3,701+,16.7,611,1.9,701+,4.2,701+,53.5,701+,3.7,701+,4.3,701+,
1186,1001-1200,Università del Salento,IT,L,VH,CO,A,7.1,601+,1.7,601+,6.9,701+,21.7,535,1.6,701+,1.7,701+,65.2,551,1.5,701+,2.7,701+,
1187,1001-1200,Universität Siegen,DE,L,HI,CO,A,4.5,601+,1.7,601+,9.2,701+,6.8,701+,3.9,701+,57.7,332,40,701+,28,444,1.2,701+,
1188,1001-1200,Université Lumière Lyon 2,FR,L,VH,SP,A,10.1,601+,2.5,601+,4.5,701+,6.2,701+,1.3,701+,26.7,519,59.1,642,35.5,386,1.7,701+,
1189,1001-1200,Université Mohammed V de Rabat,MA,XL,VH,CO,A,3.7,601+,3.3,601+,1.5,701+,4.5,701+,70.1,158,3.8,701+,77.7,367,2.6,701+,2.9,701+,
1190,1001-1200,Université Paris-Nanterre,FR,XL,VH,FO,A,11.4,601+,2.6,601+,3.3,701+,2.5,701+,29.1,426,8.6,701+,56.9,665,1.4,701+,1.6,701+,
1191,1001-1200,Université de Caen Normandie,FR,L,HI,FC,A,8.8,601+,2.8,601+,6.6,701+,6.3,701+,2.1,701+,8.1,701+,74.6,415,6.2,701+,1.9,701+,
1192,1001-1200,Université de Poitiers,FR,L,VH,CO,A,7.9,601+,1.7,601+,5.4,701+,5.2,701+,6.7,701+,,,75.3,404,26.4,458,2.1,701+,
1193,1001-1200,Université de Sfax,TN,XL,VH,CO,A,7,601+,4.1,601+,44,354,3.7,701+,10.3,701+,1.1,701+,50.8,701+,3.2,701+,8,701+,
1194,1001-1200,Université de Sousse,TN,L,HI,FC,A,4.5,601+,1.8,601+,51.1,301,1.7,701+,3.9,701+,1.1,701+,37,701+,2.2,701+,1,701+,
1195,1001-1200,Université de Toulouse II-Le Mirail,FR,XL,VH,FO,A,9.4,601+,2.7,601+,1.3,701+,7.1,701+,2.1,701+,27.2,515,67,522,19.7,547,1.2,701+,
1196,1001-1200,Université de Tunis,TN,L,VH,FO,A,7.2,601+,3.9,601+,19.4,688,1.9,701+,48.1,266,2,701+,27,701+,1.8,701+,1,701+,
1197,1001-1200,Utah State University,US,L,VH,CO,A,6.2,601+,2,601+,5.4,701+,22.4,527,7.6,701+,1.1,701+,54.7,700,1.6,701+,7.4,701+,
1198,1001-1200,VSB - Technical University of Ostrava,CZ,M,VH,FO,A,6,601+,10.5,601+,18.6,701+,4.7,701+,3.9,701+,11.3,701+,50.2,701+,28.3,442,4.6,701+,
1199,1001-1200,Warsaw University of Life Sciences – SGGW (WULS-SGGW),PL,L,VH,FO,A,6.6,601+,4.4,601+,18.8,701+,6.8,701+,3,701+,2.3,701+,74.4,416,6.4,701+,6.9,701+,
1200,1001-1200,West Virginia University,US,L,VH,FC,A,5.6,601+,4.7,601+,12.8,701+,18.5,575,14.3,686,5.8,701+,66.7,528,4.2,701+,6.7,701+,
1201,1001-1200,Xi'an Jiaotong Liverpool University,CN,L,HI,CO,B,4.2,601+,1.9,601+,6.2,701+,5.6,701+,1.5,701+,94.8,151,37.8,701+,2.8,701+,1.5,701+,
1202,1001-1200,Yokohama National University,JP,M,VH,CO,A,9.3,601+,16.4,519,18.3,701+,6.6,701+,17.8,603,10.1,701+,26.5,701+,7.8,701+,2.8,701+,
1203,1201-1400,Al-Balqa Applied University,JO,L,HI,FC,A,5.8,601+,6.6,601+,4.8,701+,2.7,701+,3.9,701+,7.6,701+,32.9,701+,2.5,701+,6.7,701+,
1204,1201-1400,Alexandru Ioan Cuza University,RO,L,VH,FO,A,7.5,601+,11.9,601+,5.5,701+,3,701+,14.3,684,3.5,701+,40.2,701+,9.6,701+,3.2,701+,
1205,1201-1400,Anadolu University,TR,L,HI,FO,A,4.9,601+,3.9,601+,13.1,701+,2.6,701+,13.9,697,1.8,701+,17.5,701+,2.9,701+,1,701+,
1206,1201-1400,Aoyama Gakuin University,JP,L,MD,CO,B,7,601+,10.9,601+,5.2,701+,1.8,701+,9.5,701+,15.4,663,6.2,701+,2.5,701+,1,701+,
1207,1201-1400,Ataturk University,TR,XL,VH,SP,A,5.8,601+,2.3,601+,2.9,701+,4.4,701+,7.8,701+,3.2,701+,39.4,701+,7.4,701+,1.1,701+,
1208,1201-1400,Atma Jaya Catholic University Jakarta,ID,M,HI,FO,C,6.8,601+,7.7,601+,8.7,701+,1.3,701+,18,601,3.4,701+,7.5,701+,1.2,701+,1.1,701+,
1209,1201-1400,Bahauddin Zakariya University,PK,XL,HI,CO,A,6,601+,6.2,601+,1.8,701+,14.6,644,4.1,701+,,,44.6,701+,1,701+,1,701+,
1210,1201-1400,Beijing Foreign Studies University,CN,M,VH,SP,A,5.7,601+,2.9,601+,25.9,574,1.5,701+,7.4,701+,19.6,606,3.4,701+,25.8,468,1,701+,
1211,1201-1400,Beijing University of Chinese Medicine,CN,M,VH,FO,A,4.4,601+,1.6,601+,37.2,431,9.4,701+,3,701+,,,7.1,701+,8.8,701+,1,701+,
1212,1201-1400,Belarusian State University of Informatics and Radioelectronics,BY,M,MD,SP,A,6.6,601+,17.1,500,15.3,701+,1.2,701+,5.9,701+,1.1,701+,7.4,701+,9.3,701+,,,
1213,1201-1400,Benemérita Universidad Autónoma de Puebla,MX,XL,HI,FC,A,13.7,601+,5.4,601+,2.8,701+,1.9,701+,2,701+,2.8,701+,24.5,701+,1.3,701+,1.2,701+,
1214,1201-1400,Birzeit university,PS,M,HI,CO,B,7.6,601+,7.1,601+,4.7,701+,2.8,701+,23.2,489,13.4,697,20.4,701+,4,701+,1,701+,
1215,1201-1400,British University in Egypt,EG,M,HI,CO,C,6,601+,5.5,601+,25.7,578,2.3,701+,2.6,701+,2.6,701+,12,701+,2.6,701+,1,701+,
1216,1201-1400,Brock University,CA,M,VH,CO,A,4,601+,6.3,601+,3,701+,13.7,658,5.2,701+,2.1,701+,30.9,701+,23.8,493,2.7,701+,
1217,1201-1400,CUNY The City College of New York,US,M,HI,FC,A,7.2,601+,3,601+,11.9,701+,11.3,701+,1.5,701+,6.7,701+,24.8,701+,4.7,701+,2.5,701+,
1218,1201-1400,Central Michigan University,US,L,HI,FC,A,3.6,601+,3.4,601+,8.2,701+,6.5,701+,7.7,701+,2.4,701+,23.4,701+,6.9,701+,1.2,701+,
1219,1201-1400,Chaoyang University of Technology,TW,L,VH,FO,C,5.5,601+,5.8,601+,4.3,701+,3.9,701+,2,701+,5.6,701+,26.5,701+,5.9,701+,4.3,701+,
1220,1201-1400,China University of Political Science and Law,CN,L,MD,FO,A,2.7,601+,37.6,251,8,701+,1.2,701+,5.8,701+,3.7,701+,6.1,701+,1.5,701+,1,701+,
1221,1201-1400,Chitkara University,IN,L,HI,CO,B,6.1,601+,7.4,601+,15.9,701+,2.2,701+,1.9,701+,5.5,701+,29.4,701+,3,701+,3.3,701+,
1222,1201-1400,Chittagong University of Engineering and Technology,BD,S,VH,FO,A,8.9,601+,12.4,601+,8.3,701+,5.1,701+,4.2,701+,1.4,701+,6.7,701+,,,1,701+,
1223,1201-1400,Cleveland State University,US,M,HI,CO,A,4.1,601+,3.1,601+,9.2,701+,4,701+,7.3,701+,4,701+,16.7,701+,26.2,462,1,701+,
1224,1201-1400,Cukurova University,TR,XL,HI,FC,A,4.9,601+,3.8,601+,5.2,701+,2.6,701+,7.6,701+,1.9,701+,46.2,701+,3.3,701+,2.9,701+,
1225,1201-1400,Daffodil International University,BD,L,VH,FO,B,9.5,601+,19.8,458,3.8,701+,2.8,701+,3.7,701+,5,701+,22,701+,2.9,701+,3.4,701+,
1226,1201-1400,Damascus University,SY,XL,MD,FC,A,6.1,601+,3.7,601+,1.4,701+,1.2,701+,90.2,76,4,701+,18.4,701+,6,701+,1.1,701+,
1227,1201-1400,Dokuz Eylül Üniversitesi,TR,XL,HI,FC,A,6.8,601+,7.8,601+,3.5,701+,2.1,701+,6,701+,2.5,701+,34.7,701+,10.7,701+,18.8,548,
1228,1201-1400,Doshisha University,JP,L,HI,CO,B,8.6,601+,11.4,601+,5.2,701+,1.8,701+,19.1,576,17.6,631,18.7,701+,3.7,701+,1,701+,
1229,1201-1400,Erciyes Üniversitesi,TR,XL,HI,FC,A,4.4,601+,3,601+,2,701+,5.3,701+,1.7,701+,3.1,701+,45.1,701+,5.7,701+,8.8,692=,
1230,1201-1400,Escuela Politécnica Nacional,EC,M,VH,FO,A,6.9,601+,9.2,601+,16.6,701+,3.4,701+,5,701+,5,701+,14.9,701+,1.6,701+,1.3,701+,
1231,1201-1400,Feng Chia University,TW,L,VH,FO,C,10.8,601+,7.9,601+,4.4,701+,6.1,701+,15.5,643,3.4,701+,11.2,701+,4.4,701+,16.7,566,
1232,1201-1400,Florida Atlantic University - Boca Raton,US,L,HI,FC,A,4.7,601+,6.2,601+,4.9,701+,9.5,701+,5.8,701+,6.8,701+,44.3,701+,4.4,701+,4.5,701+,
1233,1201-1400,Fu Jen Catholic University,TW,L,HI,FC,B,7.6,601+,6.9,601+,3.6,701+,7,701+,27.1,442,7.6,701+,16.1,701+,4.2,701+,4,701+,
1234,1201-1400,Fundación CEU San Pablo,ES,L,HI,CO,,4.4,601+,9.4,601+,15.7,701+,2.3,701+,10.5,701+,3.8,701+,15.3,701+,47.5,308,1,701+,
1235,1201-1400,German University in Cairo,EG,L,HI,CO,B,8.3,601+,15.2,552,7,701+,2.2,701+,4.4,701+,13.4,698,12.8,701+,1.1,701+,1,701+,
1236,1201-1400,Hanoi University of Science and Technology,VN,XL,VH,FO,A,7.3,601+,7.3,601+,2.4,701+,4.7,701+,23.1,493,4.2,701+,23.1,701+,1.2,701+,3.4,701+,
1237,1201-1400,Harper Adams University,GB,S,HI,CO,A,4.2,601+,10.3,601+,6.1,701+,6.9,701+,1.5,701+,17.4,635,11.6,701+,7.6,701+,1,701+,
1238,1201-1400,Helwan University,EG,XL,HI,CO,A,7.3,601+,12.4,601+,3.6,701+,1.6,701+,13.2,701+,1.1,701+,50.7,701+,1.6,701+,1.5,701+,
1239,1201-1400,Hongik University,KR,L,VH,FO,C,4.2,601+,5.6,601+,9.8,701+,3,701+,4.8,701+,16,651,14.2,701+,9.6,701+,1,701+,
1240,1201-1400,Hue University,VN,XL,HI,CO,A,4.6,601+,12.9,601+,3,701+,1.6,701+,4.5,701+,4.8,701+,41.6,701+,1.4,701+,1.1,701+,
1241,1201-1400,Instituto Tecnológico de Santo Domingo (INTEC),DO,M,MD,FO,A,1.6,601+,4,601+,35.4,447,1.4,701+,38.5,332,10,701+,5.6,701+,4.1,701+,1,701+,
1242,1201-1400,Istanbul Aydin University,TR,L,MD,CO,B,4.9,601+,3,601+,12.3,701+,1.4,701+,2.1,701+,6.7,701+,7.3,701+,52.1,282,1.1,701+,
1243,1201-1400,Istanbul Bilgi Üniversitesi,TR,M,HI,FO,B,4.9,601+,4.3,601+,13.3,701+,1.7,701+,13.3,701+,3.5,701+,6.5,701+,20.2,536,2.2,701+,
1244,1201-1400,Ivan Franko National University of Lviv,UA,L,HI,CO,A,5.7,601+,12.8,601+,30.2,519,1.3,701+,18.6,591,1.3,701+,12.6,701+,1.5,701+,2,701+,
1245,1201-1400,Izmir Institute of Technology (IZTECH),TR,M,HI,CO,A,7.2,601+,4.4,601+,5.8,701+,8.2,701+,2.1,701+,3.2,701+,15.5,701+,2.1,701+,1.6,701+,
1246,1201-1400,Jahangirnagar University,BD,L,VH,FO,,9.7,601+,12.7,601+,4,701+,5.7,701+,3.8,701+,,,29.4,701+,,,1.1,701+,
1247,1201-1400,Jamia Hamdard,IN,M,VH,CO,A,5.1,601+,1.8,601+,8.4,701+,12.6,678,1.9,701+,,,12.7,701+,2.1,701+,1,701+,
1248,1201-1400,Jeju National University,KR,M,VH,FC,A,3.6,601+,1.9,601+,30,520,7,701+,1.8,701+,7.5,701+,23.1,701+,5.5,701+,15,592=,
1249,1201-1400,Kazakh Ablai Khan University of International Relations and World Languages,KZ,M,LO,SP,A,7.7,601+,9,601+,40.4,386,1,701+,3.4,701+,6.6,701+,1,701+,4.1,701+,,,
1250,1201-1400,Kazan National Research Technological University,RU,L,VH,FO,A,5.7,601+,4.1,601+,18.9,701+,1.4,701+,3.1,701+,2.7,701+,7.2,701+,29.6,434,1,701+,
1251,1201-1400,Kenyatta University,KE,XL,HI,FO,,7,601+,7.4,601+,1.5,701+,1.3,701+,28.4,433,,,13.1,701+,,,1,701+,
1252,1201-1400,Kharkiv National University of Radio Electronics,UA,M,VH,FO,A,3.9,601+,12.3,601+,21.6,643,1.5,701+,4.1,701+,1.4,701+,11.9,701+,5.1,701+,1.4,701+,
1253,1201-1400,Khulna University,BD,M,HI,SP,,6.9,601+,5,601+,10.5,701+,5.3,701+,3.8,701+,,,17.8,701+,,,1,701+,
1254,1201-1400,Khulna University of Engineering and Technology,BD,M,HI,SP,A,6.6,601+,11.8,601+,8.7,701+,5.6,701+,3.7,701+,,,9.4,701+,1,701+,1,701+,
1255,1201-1400,Kindai University (Kinki University),JP,XL,HI,FC,C,5.2,601+,4.3,601+,8.4,701+,4.9,701+,1.8,701+,15.7,656,32.2,701+,1.9,701+,2.4,701+,
1256,1201-1400,King Mongkut's University of Technology North Bangkok,TH,L,VH,FO,A,8.5,601+,4.9,601+,4.1,701+,3.3,701+,2.5,701+,2.8,701+,23.5,701+,1.1,701+,1.1,701+,
1257,1201-1400,King Mongkut\'s Institute of Technology Ladkrabang,TH,L,VH,FO,A,8.3,601+,3.7,601+,4.2,701+,3.1,701+,6.2,701+,16.7,642,18.5,701+,2.2,701+,1.1,701+,
1258,1201-1400,Kookmin University,KR,L,HI,CO,C,3.6,601+,4,601+,35.3,449,2.9,701+,2.9,701+,4.9,701+,7.9,701+,31.1,419,2.9,701+,
1259,1201-1400,Kwame Nkrumah University of Science and Technology,GH,XL,HI,CO,,6.9,601+,6,601+,4.8,701+,2,701+,34.5,366,,,55.3,691,,,2.3,701+,
1260,1201-1400,Kyoto Institute of Technology,JP,S,VH,FO,A,6.1,601+,3.9,601+,14.4,701+,11.7,701+,1.9,701+,11.1,701+,9.3,701+,9,701+,1.1,701+,
1261,1201-1400,Kyrgyz State Technical University,KG,L,LO,SP,A,14.6,598,7,601+,12,701+,1,701+,22.6,506,2.6,701+,1.2,701+,5.8,701+,,,
1262,1201-1400,Marquette University,US,M,VH,CO,B,3.4,601+,2.4,601+,21.1,654,9.1,701+,11.2,701+,6.2,701+,35.6,701+,2.7,701+,1.2,701+,
1263,1201-1400,Meiji University,JP,XL,HI,CO,C,6.7,601+,19.2,467,4.4,701+,1.6,701+,17.3,615,10.5,701+,13.4,701+,4.6,701+,1.1,701+,
1264,1201-1400,Mendeleev University of Chemical Technology,RU,M,VH,FO,A,4.5,601+,3.9,601+,24.2,608,2.8,701+,8.8,701+,1.1,701+,15.3,701+,9.1,701+,1,701+,
1265,1201-1400,Miami University,US,L,HI,CO,A,3.8,601+,5.4,601+,6.2,701+,7.8,701+,26.1,453,3.4,701+,25.3,701+,5.5,701+,2.2,701+,
1266,1201-1400,Moscow Pedagogical State University,RU,L,HI,FO,A,7.8,601+,3.6,601+,7.2,701+,1.3,701+,1.8,701+,1.2,701+,6.8,701+,23.8,494,1,701+,
1267,1201-1400,Nagoya Institute of Technology (NIT),JP,M,VH,SP,A,5.7,601+,2.6,601+,7.5,701+,14.5,645,6,701+,5.1,701+,18.3,701+,4.1,701+,1,701+,
1268,1201-1400,National Dong Hwa University,TW,M,HI,CO,A,9.2,601+,4.5,601+,6.3,701+,5.4,701+,2,701+,4.9,701+,9.7,701+,10.2,701+,1.3,701+,
1269,1201-1400,National Research University Moscow Power Engineering Institute (MPEI),RU,M,VH,FO,A,6.9,601+,4,601+,12.8,701+,1.9,701+,9.5,701+,6.8,701+,21,701+,41.6,343,1,701+,
1270,1201-1400,National Taipei University,TW,M,HI,FO,A,7.6,601+,4.5,601+,7.8,701+,2.8,701+,18.9,586,2.6,701+,5,701+,4.5,701+,1.1,701+,
1271,1201-1400,National Taiwan Ocean University,TW,M,VH,FO,A,6,601+,3.2,601+,11.9,701+,10.8,701+,3.3,701+,7.5,701+,22.6,701+,7.6,701+,17.5,560,
1272,1201-1400,Novosibirsk State Technical University,RU,M,VH,FO,A,6,601+,6.4,601+,27.6,553,1.7,701+,5.7,701+,1.4,701+,8.4,701+,41.7,342,1,701+,
1273,1201-1400,OSMANIA UNIVERSITY,IN,M,VH,CO,A,5.4,601+,3.7,601+,3.5,701+,21,545,7.2,701+,,,17.2,701+,5.4,701+,1,701+,
1274,1201-1400,Odessa I.I. Mechnikov National University,UA,M,VH,FO,A,3.9,601+,2.3,601+,55.4,272,1.3,701+,6.3,701+,1.8,701+,10.3,701+,3.3,701+,1,701+,
1275,1201-1400,Perm State National Research University,RU,M,VH,FO,A,4.4,601+,1.7,601+,34.5,458,1.5,701+,2,701+,1.4,701+,6.3,701+,8.3,701+,1.2,701+,
1276,1201-1400,Pondicherry University,IN,M,VH,CO,A,4.1,601+,2.1,601+,5.4,701+,16.5,616,2.7,701+,1.9,701+,21.1,701+,1.1,701+,5.8,701+,
1277,1201-1400,Pontificia Universidad Catolica Madre y Maestra,DO,M,MD,FC,B,4.2,601+,4.1,601+,11.2,701+,1.2,701+,45.7,278,9.4,701+,4.1,701+,11.4,688,1,701+,
1278,1201-1400,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),BR,M,HI,FC,B,6.3,601+,3.9,601+,12.3,701+,9.4,701+,9.2,701+,2.6,701+,30.5,701+,1.7,701+,1.1,701+,
1279,1201-1400,Portland State University,US,L,VH,CO,A,4.1,601+,1.7,601+,9.3,701+,9.2,701+,9.7,701+,1.6,701+,44.4,701+,6.1,701+,6.8,701+,
